#TYPE System.Diagnostics.Eventing.Reader.EventLogRecord,,,,,,,,,,,,,,,,,,,,,,,,,,
Message,Id,Version,Qualifiers,Level,Task,Opcode,Keywords,RecordId,ProviderName,ProviderId,LogName,ProcessId,ThreadId,MachineName,UserId,TimeCreated,ActivityId,RelatedActivityId,ContainerLog,MatchedQueryIds,Bookmark,LevelDisplayName,OpcodeDisplayName,TaskDisplayName,KeywordsDisplayNames,Properties
"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 040fa323-92b1-4baf-97a2-5b67feaefddb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 0724cb7d-3437-4cb7-93cb-830375d0079d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 0ad2ac98-7bb9-4201-8d92-312299201369, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 1a9a717a-cf13-4ba5-83c3-0fe25fa868d5, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
5: 221a02da-e2a1-4b75-864c-0a4410a33fdf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 291ece0e-9c38-40ca-a9e1-32cc7ec19507, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 2936d1d2-913a-4542-b54e-ce5a602a2a38, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 2c293c26-a45a-4a2a-a350-c69a67097529, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 2de67392-b7a7-462a-b1ca-108dd189f588, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: 2ffd8952-423e-4903-b993-72a1aa44cf82, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: 30a42c86-b7a0-4a34-8c90-ff177cb2acb7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: 345a5db0-d94f-4e3b-a0c0-7c42f7bc3ebf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: 3502365a-f88a-4ba4-822a-5769d3073b65, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
14: 377333b1-8b5d-48d6-9679-1225c872d37c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
15: 3df374ef-d444-4494-a5a1-4b0d9fd0e203, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
16: 3f1afc82-f8ac-4f6c-8005-1d233e606eee, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
17: 49cd895b-53b2-4dc4-a5f7-b18aa019ad37, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
18: 4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c, 1, 1 [(0 )(1 )(2 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(3 )]
19: 4f3da0d2-271d-4508-ae81-626b60809a38, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
20: 60b3ec1b-9545-4921-821f-311b129dd6f6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
21: 613d217f-7f13-4268-9907-1662339531cd, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
22: 62f0c100-9c53-4e02-b886-a3528ddfe7f6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
23: 6365275e-368d-46ca-a0ef-fc0404119333, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
24: 721f9237-9341-4453-a661-09e8baa6cca5, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
25: 73111121-5638-40f6-bc11-f1d7b0d64300, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
26: 7a802526-4c94-4bd1-ba14-835a1aca2120, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
27: 7cb546c0-c7d5-44d8-9a5c-69ecdd782b69, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
28: 82bbc092-bc50-4e16-8e18-b74fc486aec3, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
29: 8ab9bdd1-1f67-4997-82d9-8878520837d9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
30: 8b351c9c-f398-4515-9900-09df49427262, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
31: 90da7373-1c51-430b-bf26-c97e9c5cdc31, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
32: 95dca82f-385d-4d39-b85b-5c73fa285d6f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
33: a48938aa-62fa-4966-9d44-9f04da3f72f2, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
34: b0773a15-df3a-4312-9ad2-83d69648e356, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
35: b4bfe195-541e-4e64-ad23-6177f19e395e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
36: b68e61d2-68ca-4757-be45-0cc2f3e68eee, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
37: bd3762d7-270d-4760-8fb3-d829ca45278a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
38: c86d5194-4840-4dae-9c1c-0301003a5ab0, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
39: d552befb-48cc-4327-8f39-47d2d94f987c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
40: d6eadb3b-5ca8-4a6b-986e-35b550756111, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
41: df96023b-dcd9-4be2-afa0-c6c871159ebe, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
42: e0c42288-980c-4788-a014-c080d2e1926e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
43: e4db50ea-bda1-4566-b047-0ca50abc6f07, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
44: e558417a-5123-4f6f-91e7-385c1c7ca9d4, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
45: e7a950a2-e548-4f10-bf16-02ec848e0643, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
46: eb6d346f-1c60-4643-b960-40ec31596c45, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
47: ec868e65-fadf-4759-b23e-93fe37f2cc29, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
48: ef51e000-2659-4f25-8345-3de70a9cf4c4, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
49: f7af7d09-40e4-419c-a49b-eae366689ebd, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
50: fa755fe6-6739-40b9-8d84-6d0ea3b6d1ab, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
51: fe74f55b-0338-41d6-b267-4a201abe7285, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

",1003,0,16384,4,0,0,3.60E+16,3681,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Initialization status for service objects.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
",1066,0,16384,4,0,0,3.60E+16,3680,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,3679,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"The Software Protection service is starting.
Parameters:TriggerStarted:6",900,0,16384,4,0,0,3.60E+16,3678,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"MSDTC started with the following settings: Security Configuration (OFF = 0 and ON = 1): Allow Remote Administrator = 0, Network Clients = 0, Transaction Manager Communication:  Allow Inbound Transactions = 0, Allow Outbound Transactions = 0, Transaction Internet Protocol (TIP) = 0,  Enable XA Transactions = 0,  Enable SNA LU 6.2 Transactions = 1,  MSDTC Communications Security = Mutual Authentication Required, Account = NT AUTHORITY\NetworkService,  Firewall Exclusion Detected = 0 Transaction Bridge Installed = 0 Filtering Duplicate Events = 1",4202,0,16384,4,2,0,3.60E+16,3677,Microsoft-Windows-MSDTC 2,5d9e0020-3761-4f36-90c8-38ce6511bd12,Application,0,0,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,TM,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Restored network configuration.,271,,0,4,0,,3.60E+16,3676,VMUpgradeHelper,,Application,,,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"SearchIndexer (5576,D,50) Windows: The database engine attached a database (1, C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb). (Time=0 seconds) 
 
Saved Cache: 0 0 
Additional Data: lgposAttach = 00000030:0099:0268,
dbv = 1568.20.0 
 
Internal Timing Sequence: 
[1] 0.000005 +J(0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[2] 0.003775 -0.000947 (1) WT +J(0) +M(C:0K, Fs:24, WS:32K # 0K, PF:32K # 0K, P:32K)
[3] 0.050032 -0.045837 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:40, WS:124K # 0K, PF:144K # 0K, P:144K)
[4] 0.000076 +J(0)
[5] -
[6] -
[7] -
[8] 0.006659 -0.002776 (2) CM +J(CM:2, PgRf:2, Rd:14/2, Dy:0/0, Lg:0/0) +M(C:0K, Fs:53, WS:212K # 0K, PF:660K # 0K, P:660K)
[9] 0.058778 -0.000355 (5) CM -0.058078 (1) WT +J(CM:5, PgRf:23, Rd:0/5, Dy:0/0, Lg:0/0) +M(C:0K, Fs:66, WS:264K # 0K, PF:256K # 140K, P:256K)
[10] 0.001344 -0.001124 (1) CM +J(CM:1, PgRf:40, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:13, WS:48K # 20K, PF:100K # 100K, P:100K)
[11] 0.000009 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 4K, PF:0K # 0K, P:0K)
[12] 0.000103 +J(CM:0, PgRf:42, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:4, WS:16K # 16K, PF:0K # 0K, P:0K)
[13] 0.0 +J(0)
[14] 0.0 +J(0)
[15] 0.000003 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",326,,0,4,1,,3.60E+16,3674,ESENT,,Application,,,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,General,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"SearchIndexer (5576,D,50) Windows: The log format feature version 8940 (0x22ec - 8.6.20) could not be used due to the current log format 8.5.16, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat).",641,,0,4,1,,3.60E+16,3673,ESENT,,Application,,,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,General,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"SearchIndexer (5576,D,50) Windows: The database [C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9100 (0x238c).",330,,0,4,1,,3.60E+16,3672,ESENT,,Application,,,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,General,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"SearchIndexer (5576,D,0) Windows: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
  
 
Internal Timing Sequence: 
[1] 0.011679 +J(0) +M(C:0K, Fs:243, WS:952K # 952K, PF:5088K # 5088K, P:5088K)
[2] 0.030951 +J(0) +M(C:0K, Fs:109, WS:436K # 436K, PF:404K # 404K, P:404K)
[3] 0.003169 +J(0) +M(C:0K, Fs:9, WS:32K # 32K, PF:68K # 68K, P:68K)
[4] 0.000795 +J(0) +M(C:0K, Fs:24, WS:92K # 92K, PF:356K # 356K, P:356K)
[5] 0.000755 +J(0) +M(C:0K, Fs:6, WS:24K # 24K, PF:20K # 20K, P:20K)
[6] 0.003103 +J(0) +M(C:0K, Fs:22, WS:88K # 88K, PF:16K # 24K, P:16K)
[7] 0.049245 -0.028650 (2) WT +J(0) +M(C:0K, Fs:281, WS:1124K # 1124K, PF:1024K # 1016K, P:1024K)
[8] -
[9] -
[10] -
[11] -
[12] -
[13] 0.005387 -0.000450 (1) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:616/1) +M(C:0K, Fs:8, WS:-1000K # 20K, PF:-1020K # 12K, P:-1020K)
[14] 0.000031 +J(0) +M(C:0K, Fs:2, WS:8K # 0K, PF:0K # 0K, P:0K)
[15] 0.003085 +J(0) +M(C:0K, Fs:64, WS:256K # 0K, PF:64K # 0K, P:64K)
[16] 0.000294 +J(0) +M(C:0K, Fs:3, WS:4K # 0K, PF:0K # 0K, P:0K).",105,,0,4,1,,3.60E+16,3671,ESENT,,Application,,,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,General,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"SearchIndexer (5576,P,98) Windows: The database engine (10.00.18363.0000) is starting a new instance (0).",102,,0,4,1,,3.60E+16,3670,ESENT,,Application,,,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,General,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Restoring network configuration.,258,,0,4,0,,3.60E+16,3669,VMUpgradeHelper,,Application,,,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The COM+ sub system is suppressing duplicate event log entries for a duration of 86400 seconds.  The suppression timeout can be controlled by a REG_DWORD value named SuppressDuplicateDuration under the following registry key: HKLM\Software\Microsoft\COM3\Eventlog.,781,0,16384,4,0,0,3.60E+16,3668,Microsoft-Windows-Complus,0f177893-4a9c-4709-b921-f432d67f43d5,Application,0,0,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Windows Management Instrumentation Service subsystems initialized successfully,5617,2,,4,0,0,-9.22E+18,3667,Microsoft-Windows-WMI,1edeee53-0afe-4609-b846-d8c0b2075b1f,Application,3620,4136,DESKTOP-8OGP4P6,S-1-5-18,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Windows Management Instrumentation Service started sucessfully,5615,2,,4,0,0,-9.22E+18,3666,Microsoft-Windows-WMI,1edeee53-0afe-4609-b846-d8c0b2075b1f,Application,3620,3996,DESKTOP-8OGP4P6,S-1-5-18,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The service was started.,105,,0,4,0,,3.60E+16,3665,VMTools,,Application,,,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Subject: Security ID: LB\administrator  Account Name: anonymous    Object Name: C:\Legal\contracts\Expansion.txt  Handle ID: 0x178 ,4663,,0,4,0,,3.60E+16,3664,EpsonCustomerResearchParticipation,,Application,,,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,,,,,System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.,6000,0,32768,4,0,0,3.60E+16,3663,Microsoft-Windows-Winlogon,dbe9b383-7cf3-4331-91cc-a3cb16a3b538,Application,0,0,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"The User Profile Service has started successfully.  

",1531,0,,4,0,0,-9.22E+18,3662,Microsoft-Windows-User Profiles Service,89b1e9f0-5aff-44a6-9b44-0a07a7ce5845,Application,1424,1472,DESKTOP-8OGP4P6,S-1-5-18,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The winlogon notification subscriber <SessionEnv> was unavailable to handle a critical notification event.,6003,0,32768,4,0,0,3.60E+16,3661,Microsoft-Windows-Winlogon,dbe9b383-7cf3-4331-91cc-a3cb16a3b538,Application,0,0,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Account Name user2 blahblah,4625,0,16384,4,0,0,3.60E+16,3660,Microsoft-Windows-EventSystem,899daace-4868-4295-afcd-9eb8fb497561,Application,0,0,DESKTOP-8OGP4P6,,3/3/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"The User Profile Service has stopped.  

",1532,0,,4,0,0,-9.22E+18,3659,Microsoft-Windows-User Profiles Service,89b1e9f0-5aff-44a6-9b44-0a07a7ce5845,Application,1368,1448,DESKTOP-8OGP4P6,S-1-5-18,3/3/21 16:41,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The service was stopped.,108,,0,4,0,,3.60E+16,3658,VMTools,,Application,,,DESKTOP-8OGP4P6,,3/3/21 16:41,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Saved network configuration.,272,,0,4,0,,3.60E+16,3657,VMUpgradeHelper,,Application,,,DESKTOP-8OGP4P6,,3/3/21 16:41,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Saving network configuration.,260,,0,4,0,,3.60E+16,3656,VMUpgradeHelper,,Application,,,DESKTOP-8OGP4P6,,3/3/21 16:41,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.,6000,0,32768,4,0,0,3.60E+16,3655,Microsoft-Windows-Winlogon,dbe9b383-7cf3-4331-91cc-a3cb16a3b538,Application,0,0,DESKTOP-8OGP4P6,,3/3/21 16:41,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The winlogon notification subscriber <WSearch> was unavailable to handle a notification event.,6000,0,32768,4,0,0,3.60E+16,3654,Microsoft-Windows-Winlogon,dbe9b383-7cf3-4331-91cc-a3cb16a3b538,Application,0,0,DESKTOP-8OGP4P6,,3/3/21 16:41,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Subject:   Security ID:  XXXX SID   Account Name:  user1   Account Domain:  -   Logon ID:  0x0 Logon Type:  3 Account For Which Logon Failed:   Security ID:  XXXX SID   Account Name:  user1   Account Domain: Failure Information:   Failure Reason:  Unknown user name or bad password. Status:   0xc000006d Sub Status:  0xc000015b Process Information:,4625,0,16384,4,0,0,3.60E+16,3653,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,3/3/21 16:20,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
